294.423828,269.472656
291.429688,315.382812
278.455078,231.546875
273.464844,196.615234
219.570312,195.617188
326.361328,195.617188
274.462891,159.687500
127.750000,177.652344
107.789062,221.566406
97.808594,273.464844
149.707031,278.455078
363.289062,173.660156
379.257812,209.589844
374.267578,247.515625
366.283203,282.447266
154.697266,322.369141
180.646484,341.332031
228.552734,354.306641
283.445312,368.279297
329.355469,346.322266
359.296875,315.382812
163.679688,152.701172
199.609375,170.666016
327.359375,157.691406
97.808594,62.876953
94.814453,123.757812
98.806641,160.685547
179.648438,105.792969
303.406250,103.796875
376.263672,45.910156
385.246094,117.769531
232.544922,108.787109
267.476562,122.759766
197.613281,254.501953
246.517578,232.544922
313.386719,235.539062
244.521484,282.447266
327.359375,274.462891
93.816406,313.386719
394.228516,288.435547
421.175781,311.390625
477.066406,434.150391
503.015625,473.074219
454.111328,369.277344
140.724609,461.097656
135.734375,422.173828
114.775391,361.292969
140.724609,491.039062
162.681641,502.017578
192.623047,440.138672
236.537109,423.171875
298.416016,409.199219
356.302734,417.183594
381.253906,360.294922
351.312500,465.089844
326.361328,503.015625
411.195312,504.013672
0.000000,0.000000
511.000000,0.000000
511.000000,511.000000
0.000000,511.000000
