244.359787,325.399109
128.820099,239.068741
215.142853,232.427933
278.888885,232.427933
358.571442,236.412415
166.005295,225.787140
330.682526,227.115295
181.941803,260.319305
306.777771,264.303772
219.126984,306.804871
274.904755,306.804871
245.687836,377.197327
244.359787,278.913513
216.470901,460.871399
276.232819,466.184021
184.597885,390.478943
297.481476,395.791565
110.227516,334.696228
99.603172,256.334808
138.116409,460.871399
59.761906,454.230591
19.920635,407.745026
21.248676,292.195129
51.793652,185.942352
73.042328,104.924614
148.740738,30.547672
253.656082,13.281596
321.386230,42.501110
383.804230,95.627495
438.253967,172.660751
452.862427,243.053223
482.079376,317.430145
484.735443,383.838135
472.783081,444.933472
387.788361,528.607544
294.825409,536.576477
95.619049,543.217285
116.867722,592.359192
166.005295,535.248352
201.862427,577.749451
139.444443,569.780518
168.661377,583.062073
130.148148,510.013306
337.322754,588.374695
370.523804,563.139709
338.650787,470.168518
440.910065,555.170715
491.375671,572.436829
18.592592,548.529907
61.089947,537.904663
120.851852,176.645233
173.973541,116.878052
188.582016,88.986694
131.476196,130.159653
248.343918,104.924614
294.825409,134.144119
322.714294,185.942352
358.571442,131.487808
296.153442,70.392464
405.052917,329.383606
405.052917,446.261627
397.084656,381.181824
332.010590,334.696228
181.941803,329.383606
240.375656,176.645233
181.941803,162.035477
0.000000,0.000000
502.000000,0.000000
502.000000,599.000000
0.000000,599.000000
