259.492188,262.486328
247.515625,305.402344
257.496094,235.539062
259.492188,200.607422
179.648438,174.658203
304.404297,185.636719
256.498047,145.714844
108.787109,133.738281
88.826172,178.650391
96.810547,240.529297
126.751953,271.468750
358.298828,157.691406
369.277344,203.601562
365.285156,247.515625
349.316406,274.462891
154.697266,308.396484
186.634766,320.373047
222.564453,339.335938
256.498047,351.312500
299.414062,335.343750
333.347656,308.396484
146.712891,114.775391
189.628906,142.720703
315.382812,148.708984
52.896484,38.923828
24.951172,60.880859
15.968750,81.839844
156.693359,79.843750
310.392578,99.804688
408.201172,102.798828
399.218750,148.708984
209.589844,83.835938
244.521484,96.810547
159.687500,235.539062
223.562500,229.550781
286.439453,231.546875
207.593750,279.453125
288.435547,279.453125
50.900391,271.468750
410.197266,365.285156
438.142578,387.242188
477.066406,418.181641
503.015625,452.115234
453.113281,403.210938
65.871094,391.234375
50.900391,346.322266
48.904297,305.402344
76.849609,475.070312
97.808594,506.009766
147.710938,464.091797
210.587891,459.101562
279.453125,440.138672
334.345703,423.171875
367.281250,382.251953
345.324219,466.087891
326.361328,503.015625
411.195312,504.013672
0.000000,0.000000
511.000000,0.000000
511.000000,511.000000
0.000000,511.000000
