266.936493,367.900208
144.756607,248.365860
239.047623,241.725052
289.513214,245.709534
378.492065,248.365860
185.925919,236.412415
339.978821,236.412415
195.222229,272.272736
332.010590,280.241699
231.079361,337.352539
297.481476,338.680695
258.968262,414.385803
261.624329,298.835907
211.158737,507.356995
308.105835,503.372498
192.566132,421.026611
335.994720,410.401337
115.539680,385.166290
90.306877,281.569855
132.804230,455.558746
65.074074,436.964508
14.608465,397.119720
13.280423,284.226166
47.809525,191.254990
70.386246,118.206207
159.365082,46.485588
243.031754,5.312639
330.682526,15.937916
415.677246,111.565407
446.222229,184.614197
426.301575,270.944580
467.470886,341.337036
480.751312,425.011078
456.846558,488.762756
386.460327,531.263855
349.275146,545.873596
104.915344,551.186279
110.227516,587.046570
177.957672,539.232788
227.095245,589.702881
148.740738,568.452332
177.957672,595.015503
122.179893,500.716187
359.899475,593.687378
370.523804,563.139709
379.820099,482.121948
455.518524,532.592041
488.719574,555.170715
14.608465,541.889160
79.682541,516.654114
134.132278,193.911301
169.989410,112.893570
179.285721,78.361420
128.820099,152.738358
236.391541,98.283813
300.137573,124.847008
366.539673,177.973389
342.634918,86.330376
278.888885,47.813747
402.396820,301.492249
399.740753,389.150787
405.052917,349.306000
362.555542,347.977814
168.661377,367.900208
257.640198,179.301559
211.158737,164.691803
0.000000,0.000000
502.000000,0.000000
502.000000,599.000000
0.000000,599.000000
